Order Date,Customer ID,City,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
7/9/2011,SZ-20035,Houston,Texas,Technology,Phones,196.776,3,0.2,14.7582
7/9/2011,SZ-20035,Houston,Texas,Office Supplies,Binders,2.92,2,0.8,-4.818
7/9/2011,SZ-20035,Houston,Texas,Furniture,Tables,200.795,1,0.3,-22.948
7/9/2011,SZ-20035,Houston,Texas,Technology,Accessories,46.688,4,0.2,-2.918
7/9/2011,SZ-20035,Houston,Texas,Office Supplies,Art,21.864,3,0.2,3.5529
1/10/2014,CS-11845,Seattle,Washington,Office Supplies,Paper,11.76,2,0,5.7624
1/10/2014,CS-11845,Seattle,Washington,Office Supplies,Paper,167.94,3,0,82.2906
1/10/2014,CS-11845,Seattle,Washington,Office Supplies,Appliances,3.89,1,0,1.0114
17-11-2014,MH-18115,Yonkers,New York,Technology,Machines,52.44,4,0,24.1224
12/9/2014,CB-12025,San Francisco,California,Furniture,Furnishings,32.36,4,0,11.6496
12/9/2014,CB-12025,San Francisco,California,Office Supplies,Appliances,406.6,5,0,113.848
17-01-2014,JO-15145,Los Angeles,California,Furniture,Furnishings,27.92,4,0,8.0968
17-01-2014,JO-15145,Los Angeles,California,Furniture,Tables,399.672,7,0.2,-14.9877
27-11-2013,PA-19060,Miami,Florida,Office Supplies,Binders,3.744,4,0.7,-2.6208
7/11/2012,SV-20785,Burlington,Vermont,Furniture,Chairs,715.2,3,0,178.8
15-12-2014,KL-16555,Fayetteville,Arkansas,Technology,Accessories,159.8,4,0,70.312
15-12-2014,KL-16555,Fayetteville,Arkansas,Technology,Accessories,44.75,5,0,8.5025
13-09-2011,BC-11125,Odessa,Texas,Furniture,Chairs,340.116,6,0.3,-9.7176
7/12/2011,PO-18850,Virginia Beach,Virginia,Office Supplies,Paper,105.52,4,0,48.5392
8/9/2014,AG-10675,Milwaukee,Wisconsin,Technology,Accessories,13.48,1,0,1.8872
8/10/2014,DB-13210,Detroit,Michigan,Office Supplies,Storage,85.52,2,0,22.2352
5/9/2012,SP-20860,Rochester,Minnesota,Furniture,Furnishings,6.16,2,0,2.9568
5/9/2012,SP-20860,Rochester,Minnesota,Office Supplies,Paper,36.84,3,0,17.3148
30-03-2011,Dl-13600,Seattle,Washington,Office Supplies,Storage,15.84,3,0,0
30-03-2011,Dl-13600,Seattle,Washington,Office Supplies,Labels,44.4,3,0,22.2
6/5/2014,LH-17020,Louisville,Colorado,Office Supplies,Envelopes,21.24,9,0.2,7.434
6/5/2014,LH-17020,Louisville,Colorado,Office Supplies,Binders,9.552,8,0.7,-7.3232
6/5/2014,LH-17020,Louisville,Colorado,Furniture,Bookcases,89.991,3,0.7,-152.9847
1/5/2014,AD-10180,San Francisco,California,Office Supplies,Paper,163.96,4,0,80.3404
8/9/2011,KT-16465,Houston,Texas,Office Supplies,Paper,17.904,2,0.2,6.2664
8/9/2011,KT-16465,Houston,Texas,Furniture,Chairs,966.7,5,0.3,-13.81
8/9/2011,KT-16465,Houston,Texas,Office Supplies,Paper,182.112,6,0.2,61.4628
21-06-2014,PJ-19015,Miami,Florida,Office Supplies,Storage,4.464,1,0.2,0.3348
26-12-2012,MC-18100,Medina,Ohio,Furniture,Tables,51.588,1,0.4,-15.4764
16-08-2014,BO-11350,Roseville,Minnesota,Office Supplies,Labels,50.4,8,0,23.184
5/3/2014,DP-13000,Houston,Texas,Office Supplies,Paper,89.568,2,0.2,32.4684
28-07-2014,TM-21490,Yonkers,New York,Furniture,Furnishings,14.89,1,0,4.0203
28-07-2014,TM-21490,Yonkers,New York,Technology,Phones,543.92,8,0,135.98
24-09-2013,DV-13045,San Diego,California,Office Supplies,Envelopes,4.08,2,0,1.9176
24-09-2013,DV-13045,San Diego,California,Office Supplies,Labels,18.9,3,0,8.694
31-05-2013,AH-10690,Springfield,Virginia,Furniture,Tables,2275.5,10,0,386.835
31-05-2013,AH-10690,Springfield,Virginia,Technology,Accessories,1979.7,6,0,653.301
31-05-2013,AH-10690,Springfield,Virginia,Office Supplies,Labels,62.1,6,0,29.808
16-11-2011,AB-10165,Decatur,Illinois,Furniture,Chairs,37.296,2,0.3,-1.0656
21-09-2011,JS-15940,Garland,Texas,Furniture,Furnishings,8.544,2,0.6,-7.476
21-02-2013,BV-11245,Oceanside,New York,Furniture,Furnishings,68.95,5,0,28.959
21-02-2013,BV-11245,Oceanside,New York,Office Supplies,Storage,296.37,3,0,80.0199
21-02-2013,BV-11245,Oceanside,New York,Technology,Phones,39.98,2,0,1.999
20-11-2014,NC-18415,Houston,Texas,Furniture,Chairs,191.058,3,0.3,-46.3998
20-11-2014,NC-18415,Houston,Texas,Office Supplies,Art,13.04,5,0.2,3.912
20-11-2014,NC-18415,Houston,Texas,Office Supplies,Binders,1525.188,6,0.8,-2287.782
22-08-2013,SU-20665,Greenville,North Carolina,Office Supplies,Labels,9.216,4,0.2,3.3408
22-08-2013,SU-20665,Greenville,North Carolina,Office Supplies,Supplies,28.048,2,0.2,3.506
1/5/2014,DJ-13510,San Francisco,California,Furniture,Furnishings,64.96,2,0,21.4368
1/5/2014,DJ-13510,San Francisco,California,Office Supplies,Envelopes,30.56,4,0,14.9744
3/5/2013,DL-12865,Greensboro,North Carolina,Furniture,Chairs,187.056,9,0.2,11.691
3/10/2014,Dp-13240,Knoxville,Tennessee,Furniture,Furnishings,11.808,2,0.2,1.3284
3/10/2014,Dp-13240,Knoxville,Tennessee,Furniture,Furnishings,9.656,1,0.2,1.5691
3/10/2014,Dp-13240,Knoxville,Tennessee,Office Supplies,Paper,20.736,4,0.2,7.2576
3/10/2014,Dp-13240,Knoxville,Tennessee,Office Supplies,Binders,27.36,3,0.7,-21.888
3/10/2014,Dp-13240,Knoxville,Tennessee,Furniture,Tables,2314.116,7,0.4,-1002.7836
3/10/2014,Dp-13240,Knoxville,Tennessee,Office Supplies,Binders,34.236,4,0.7,-26.2476
3/10/2014,Dp-13240,Knoxville,Tennessee,Furniture,Furnishings,19.76,2,0.2,5.928
19-09-2014,TM-21010,Grand Island,Nebraska,Office Supplies,Paper,15.96,2,0,7.98
4/12/2012,TZ-21580,Lakewood,California,Office Supplies,Art,16.9,5,0,6.253
4/12/2012,TZ-21580,Lakewood,California,Furniture,Furnishings,25.08,6,0,9.0288
17-01-2012,SC-20260,Lawrence,Massachusetts,Office Supplies,Art,6.68,2,0,2.004
7/1/2011,LS-17230,Los Angeles,California,Office Supplies,Paper,19.44,3,0,9.3312
5/3/2012,MV-18190,Houston,Texas,Technology,Phones,31.92,2,0.2,2.394
26-12-2013,BD-11620,New York City,New York,Office Supplies,Binders,33.568,2,0.2,11.7488
5/9/2013,CV-12295,New York City,New York,Furniture,Furnishings,63.94,1,0,24.9366
5/9/2013,CV-12295,New York City,New York,Office Supplies,Binders,60.6,5,0.2,20.4525
5/9/2013,CV-12295,New York City,New York,Office Supplies,Supplies,22.72,4,0,6.5888
26-08-2011,KB-16315,Newark,Delaware,Furniture,Furnishings,10.68,4,0,4.0584
26-08-2011,KB-16315,Newark,Delaware,Office Supplies,Paper,17.34,3,0,8.4966
26-08-2011,KB-16315,Newark,Delaware,Office Supplies,Paper,3.38,1,0,1.5548
21-05-2012,ME-18010,Seattle,Washington,Office Supplies,Binders,26.976,4,0.2,8.7672
17-10-2014,AJ-10780,Scottsdale,Arizona,Office Supplies,Paper,307.776,7,0.2,111.5688
9/11/2012,DV-13465,Oceanside,New York,Office Supplies,Storage,244.55,5,0,4.891
9/11/2012,DV-13465,Oceanside,New York,Office Supplies,Envelopes,12.24,6,0,5.7528
9/11/2012,DV-13465,Oceanside,New York,Technology,Accessories,13.98,2,0,6.0114
9/11/2012,DV-13465,Oceanside,New York,Technology,Accessories,899.95,5,0,53.997
21-11-2011,JK-15325,Dallas,Texas,Office Supplies,Envelopes,1.632,1,0.2,0.5508
21-11-2011,JK-15325,Dallas,Texas,Technology,Phones,267.96,5,0.2,16.7475
11/10/2012,SH-20395,Rochester,New York,Technology,Accessories,31.95,1,0,2.2365
22-03-2014,SC-20725,Los Angeles,California,Office Supplies,Storage,725.84,4,0,210.4936
22-03-2014,SC-20725,Los Angeles,California,Office Supplies,Binders,10.896,3,0.2,3.9498
22-03-2014,SC-20725,Los Angeles,California,Office Supplies,Binders,8.544,2,0.2,2.8836
4/1/2012,CS-12250,Woodbury,Minnesota,Office Supplies,Binders,32.34,3,0,15.5232
4/1/2012,CS-12250,Woodbury,Minnesota,Office Supplies,Paper,39.9,5,0,19.95
10/12/2014,LH-16900,Park Ridge,Illinois,Office Supplies,Paper,143.856,9,0.2,48.5514
7/9/2013,YC-21895,Dallas,Texas,Office Supplies,Paper,41.92,4,0.2,15.196
7/9/2013,YC-21895,Dallas,Texas,Technology,Phones,329.584,2,0.2,37.0782
4/9/2013,CY-12745,Monroe,Louisiana,Office Supplies,Binders,87.28,8,0,41.0216
13-05-2011,AH-10030,Los Angeles,California,Furniture,Chairs,279.456,6,0.2,20.9592
13-05-2011,AH-10030,Los Angeles,California,Office Supplies,Paper,8,2,0,3.84
30-09-2013,AR-10540,San Francisco,California,Office Supplies,Binders,27.24,5,0.2,9.534
5/8/2011,SS-20590,San Francisco,California,Technology,Accessories,16.36,1,0,1.636
5/8/2011,SS-20590,San Francisco,California,Office Supplies,Storage,15.78,2,0,0.6312
5/8/2011,SS-20590,San Francisco,California,Office Supplies,Art,45.98,2,0,12.8744
15-04-2014,DW-13585,Fayetteville,North Carolina,Furniture,Bookcases,198.272,8,0.2,-32.2192
10/6/2014,NC-18625,Dallas,Texas,Office Supplies,Storage,720.76,5,0.2,54.057
30-12-2013,CD-11920,Wichita,Kansas,Furniture,Furnishings,70.56,6,0,23.9904
30-12-2013,CD-11920,Wichita,Kansas,Office Supplies,Appliances,81.96,2,0,22.9488
19-01-2011,DW-13195,Springfield,Oregon,Office Supplies,Appliances,64.864,4,0.2,6.4864
21-11-2013,EH-13990,Houston,Texas,Technology,Phones,151.192,1,0.2,13.2293
11/6/2014,BD-11320,Seattle,Washington,Technology,Phones,88.776,3,0.2,7.7679
11/6/2014,BD-11320,Seattle,Washington,Office Supplies,Labels,11.56,4,0,5.4332
11/6/2014,BD-11320,Seattle,Washington,Office Supplies,Storage,15.58,1,0,3.895
11/9/2014,KH-16630,Akron,Ohio,Office Supplies,Paper,85.056,3,0.2,28.7064
9/4/2014,NH-18610,Oak Park,Michigan,Furniture,Furnishings,273.96,2,0,71.2296
9/4/2014,NH-18610,Oak Park,Michigan,Furniture,Furnishings,306.9,3,0,79.794
24-10-2012,AG-10495,Houston,Texas,Office Supplies,Paper,15.552,3,0.2,5.4432
24-10-2012,AG-10495,Houston,Texas,Furniture,Tables,347.361,7,0.3,-69.4722
24-10-2012,AG-10495,Houston,Texas,Office Supplies,Paper,10.368,2,0.2,3.6288
28-05-2014,RP-19855,Seattle,Washington,Technology,Accessories,98.16,6,0,9.816
28-05-2014,RP-19855,Seattle,Washington,Office Supplies,Art,31.44,3,0,7.86
5/12/2011,NB-18655,Philadelphia,Pennsylvania,Office Supplies,Envelopes,348.488,7,0.2,117.6147
5/12/2011,NB-18655,Philadelphia,Pennsylvania,Office Supplies,Storage,172.736,4,0.2,-30.2288
15-08-2013,JM-15580,Los Angeles,California,Office Supplies,Paper,15.54,3,0,7.6146
15-08-2013,JM-15580,Los Angeles,California,Technology,Machines,105.552,6,0.2,35.6238
6/9/2013,DM-13525,Houston,Texas,Office Supplies,Paper,25.92,5,0.2,9.072
6/9/2013,DM-13525,Houston,Texas,Office Supplies,Fasteners,15.808,8,0.2,5.3352
6/9/2013,DM-13525,Houston,Texas,Office Supplies,Paper,10.368,2,0.2,3.7584
27-06-2014,CC-12220,Philadelphia,Pennsylvania,Technology,Phones,358.2,3,0.4,41.79
27-06-2014,CC-12220,Philadelphia,Pennsylvania,Technology,Phones,545.916,14,0.4,72.7888
13-03-2014,GA-14725,Rogers,Arkansas,Office Supplies,Binders,40.41,9,0,18.5886
19-02-2014,CV-12805,Los Angeles,California,Technology,Phones,167.976,3,0.2,10.4985
19-02-2014,CV-12805,Los Angeles,California,Technology,Accessories,109.53,3,0,47.0979
19-02-2014,CV-12805,Los Angeles,California,Office Supplies,Labels,9.82,2,0,4.8118
11/11/2014,NC-18535,Seattle,Washington,Office Supplies,Binders,26.352,3,0.2,9.5526
19-11-2011,GR-14560,Wilmington,Delaware,Office Supplies,Labels,22.5,6,0,10.8
19-11-2011,GR-14560,Wilmington,Delaware,Office Supplies,Labels,9.96,2,0,4.5816
19-11-2011,GR-14560,Wilmington,Delaware,Office Supplies,Binders,213.08,7,0,102.2784
19-11-2011,GR-14560,Wilmington,Delaware,Furniture,Bookcases,1025.88,6,0,235.9524
18-11-2011,JG-15805,Provo,Utah,Office Supplies,Paper,21.98,7,0,9.891
25-09-2013,EB-13750,San Francisco,California,Furniture,Furnishings,63.2,5,0,23.384
21-11-2013,MC-17605,Los Angeles,California,Office Supplies,Appliances,39,12,0,11.31
28-09-2013,BM-11650,Lancaster,Ohio,Office Supplies,Binders,2.907,3,0.7,-2.0349
10/4/2013,HF-14995,Los Angeles,California,Furniture,Bookcases,556.665,5,0.15,6.549
22-09-2014,ML-18265,Seattle,Washington,Technology,Accessories,71.98,2,0,15.1158
22-09-2014,ML-18265,Seattle,Washington,Technology,Accessories,79.98,2,0,26.3934
25-08-2014,AH-10195,New York City,New York,Office Supplies,Binders,24.672,4,0.2,7.71
25-08-2014,AH-10195,New York City,New York,Office Supplies,Binders,3.744,1,0.2,1.3104
22-02-2013,TZ-21580,Los Angeles,California,Technology,Phones,445.96,5,0.2,55.745
22-02-2013,TZ-21580,Los Angeles,California,Technology,Accessories,36.24,1,0,15.2208
22-02-2013,TZ-21580,Los Angeles,California,Office Supplies,Fasteners,10.65,3,0,5.0055
9/12/2014,DM-13345,San Francisco,California,Office Supplies,Paper,87.92,4,0,40.4432
9/12/2014,DM-13345,San Francisco,California,Office Supplies,Binders,22.424,1,0.2,8.409
9/12/2014,DM-13345,San Francisco,California,Office Supplies,Binders,90.48,3,0.2,33.93
9/12/2014,DM-13345,San Francisco,California,Office Supplies,Storage,42.76,1,0,11.1176
19-09-2014,TS-21505,Clovis,New Mexico,Office Supplies,Binders,10.08,7,0.2,3.528
19-09-2014,TS-21505,Clovis,New Mexico,Technology,Accessories,101.34,3,0,8.1072
12/9/2013,TB-21625,Wichita,Kansas,Technology,Phones,224.75,5,0,62.93
24-09-2014,LC-16870,Chicago,Illinois,Office Supplies,Appliances,73.176,6,0.8,-197.5752
24-09-2014,LC-16870,Chicago,Illinois,Office Supplies,Paper,20.736,4,0.2,7.2576
24-09-2014,LC-16870,Chicago,Illinois,Technology,Phones,39.984,2,0.2,-8.9964
6/10/2011,AM-10360,Omaha,Nebraska,Office Supplies,Binders,15.36,2,0,7.68
23-10-2012,JE-15715,Houston,Texas,Office Supplies,Paper,36.288,7,0.2,12.7008
23-10-2012,JE-15715,Houston,Texas,Technology,Phones,150.384,2,0.2,15.0384
1/4/2013,CS-11950,Philadelphia,Pennsylvania,Technology,Phones,280.782,3,0.4,-60.8361
1/4/2013,CS-11950,Philadelphia,Pennsylvania,Technology,Accessories,31.984,2,0.2,1.1994
30-12-2013,PF-19225,Los Angeles,California,Office Supplies,Binders,11.232,3,0.2,3.9312
4/11/2014,PJ-18835,Richmond,Kentucky,Office Supplies,Paper,26.4,5,0,11.88
21-01-2014,JF-15490,Waterbury,Connecticut,Office Supplies,Art,3.52,2,0,1.0208
4/12/2013,NM-18520,Los Angeles,California,Technology,Accessories,1649.95,5,0,659.98
4/12/2013,NM-18520,Los Angeles,California,Furniture,Furnishings,111.9,6,0,51.474
15-06-2013,MH-17290,Los Angeles,California,Furniture,Bookcases,599.165,5,0.15,35.245
3/9/2013,SZ-20035,San Francisco,California,Office Supplies,Storage,46.53,3,0,12.0978
5/9/2011,PR-18880,Saint Petersburg,Florida,Furniture,Furnishings,31.984,2,0.2,1.999
22-10-2014,FC-14245,Lakewood,Ohio,Office Supplies,Appliances,161.568,2,0.2,16.1568
22-10-2014,FC-14245,Lakewood,Ohio,Office Supplies,Paper,4.064,1,0.2,1.3716
22-10-2014,FC-14245,Lakewood,Ohio,Office Supplies,Binders,6.216,4,0.7,-4.9728
26-04-2014,LH-16750,Chandler,Arizona,Office Supplies,Art,8.896,4,0.2,0.6672
19-10-2012,RM-19675,Los Angeles,California,Office Supplies,Appliances,1640.7,5,0,459.396
19-10-2012,RM-19675,Los Angeles,California,Technology,Accessories,270,3,0,97.2
5/7/2011,DM-13525,Palm Coast,Florida,Furniture,Furnishings,19.52,2,0.2,5.368
5/7/2011,DM-13525,Palm Coast,Florida,Office Supplies,Binders,9.81,5,0.7,-6.867
5/7/2011,DM-13525,Palm Coast,Florida,Furniture,Furnishings,213.216,3,0.2,15.9912
5/4/2013,EH-14185,New York City,New York,Office Supplies,Binders,588.784,2,0.2,183.995
14-11-2014,TC-21295,Jupiter,Florida,Office Supplies,Art,2.064,1,0.2,0.1548
10/9/2014,AI-10855,Glendale,Arizona,Office Supplies,Paper,6.368,2,0.2,2.388
17-04-2012,JM-15535,New York City,New York,Technology,Accessories,99.6,1,0,36.852
17-04-2012,JM-15535,New York City,New York,Office Supplies,Binders,62.296,13,0.2,21.0249
17-04-2012,JM-15535,New York City,New York,Office Supplies,Art,10.71,3,0,2.7846
26-07-2013,BE-11335,Houston,Texas,Office Supplies,Envelopes,20.936,1,0.2,7.0659
27-08-2013,DR-12880,New York City,New York,Technology,Phones,33,6,0,8.25
27-08-2013,DR-12880,New York City,New York,Technology,Accessories,249.95,5,0,87.4825
12/9/2011,TA-21385,Olathe,Kansas,Office Supplies,Supplies,357.93,3,0,7.1586
12/9/2011,TA-21385,Olathe,Kansas,Technology,Accessories,57.4,5,0,10.906
12/9/2011,TA-21385,Olathe,Kansas,Office Supplies,Binders,331.96,2,0,149.382
12/9/2011,TA-21385,Olathe,Kansas,Furniture,Furnishings,40.56,2,0,12.9792
23-07-2013,KN-16705,Sparks,Nevada,Office Supplies,Supplies,86.2,5,0,24.998
20-05-2014,PJ-18835,Rockford,Illinois,Office Supplies,Paper,38.016,6,0.2,13.7808
29-04-2014,MC-17605,Philadelphia,Pennsylvania,Office Supplies,Storage,8.384,1,0.2,0.7336
29-04-2014,MC-17605,Philadelphia,Pennsylvania,Office Supplies,Art,6.848,2,0.2,0.7704
30-12-2014,BS-11755,Edmonds,Washington,Office Supplies,Fasteners,19.6,5,0,9.604
30-12-2014,BS-11755,Edmonds,Washington,Furniture,Furnishings,68.46,2,0,20.538
5/9/2014,PK-19075,San Francisco,California,Office Supplies,Binders,13.344,6,0.2,4.3368
5/9/2014,PK-19075,San Francisco,California,Furniture,Tables,1478.272,8,0.2,92.392
21-03-2011,TS-21205,Asheville,North Carolina,Office Supplies,Storage,16.272,1,0.2,-3.8646
29-09-2014,BD-11725,Los Angeles,California,Furniture,Furnishings,9.24,3,0,4.4352
20-01-2011,TS-21340,Scottsdale,Arizona,Office Supplies,Binders,32.34,10,0.7,-23.716
20-01-2011,TS-21340,Scottsdale,Arizona,Office Supplies,Paper,56.064,4,0.2,19.6224
20-01-2011,TS-21340,Scottsdale,Arizona,Office Supplies,Envelopes,108.72,5,0.2,36.693
20-01-2011,TS-21340,Scottsdale,Arizona,Furniture,Bookcases,181.47,5,0.7,-320.597
15-02-2011,ST-20530,Houston,Texas,Office Supplies,Paper,16.176,3,0.2,6.066
10/6/2013,DB-13210,San Francisco,California,Furniture,Chairs,122.352,3,0.2,13.7646
26-09-2011,KF-16285,San Diego,California,Furniture,Chairs,585.552,3,0.2,73.194
26-09-2011,KF-16285,San Diego,California,Office Supplies,Paper,19.44,3,0,9.3312
31-05-2013,JM-16195,Hamilton,Ohio,Office Supplies,Appliances,123.92,5,0.2,9.294
20-12-2014,TS-21505,Parker,Colorado,Furniture,Furnishings,13.36,5,0.2,4.008
20-12-2014,TS-21505,Parker,Colorado,Office Supplies,Storage,78.256,2,0.2,-17.6076
20-12-2014,TS-21505,Parker,Colorado,Furniture,Bookcases,102.018,7,0.7,-183.6324
27-12-2014,YC-21895,Fremont,Nebraska,Office Supplies,Storage,750.68,2,0,37.534
16-06-2014,Dp-13240,Maple Grove,Minnesota,Office Supplies,Labels,44.4,3,0,22.2
16-06-2014,Dp-13240,Maple Grove,Minnesota,Office Supplies,Storage,84.55,5,0,22.8285
16-06-2014,Dp-13240,Maple Grove,Minnesota,Office Supplies,Paper,17.94,3,0,8.7906
21-11-2013,SJ-20500,Newark,Delaware,Office Supplies,Binders,128.4,3,0,62.916
31-03-2011,KB-16240,Miami,Florida,Office Supplies,Binders,1.869,1,0.7,-1.3083
9/10/2014,CS-12250,San Diego,California,Technology,Phones,103.192,1,0.2,11.6091
9/10/2014,CS-12250,San Diego,California,Technology,Accessories,36,2,0,6.48
9/10/2014,CS-12250,San Diego,California,Technology,Accessories,239.96,4,0,115.1808
9/10/2014,CS-12250,San Diego,California,Office Supplies,Storage,40.68,2,0,0.4068
31-01-2014,EB-13870,Miami,Florida,Furniture,Chairs,419.136,4,0.2,-68.1096
12/12/2011,PB-19150,Miami,Florida,Office Supplies,Envelopes,23.472,3,0.2,7.6284
24-10-2012,MT-18070,San Antonio,Texas,Office Supplies,Binders,3.592,4,0.8,-6.286
2/4/2014,BF-11020,Jacksonville,Florida,Technology,Phones,23.976,3,0.2,-5.6943
2/4/2014,BF-11020,Jacksonville,Florida,Office Supplies,Labels,6.264,3,0.2,2.0358
2/4/2014,BF-11020,Jacksonville,Florida,Office Supplies,Appliances,20.808,3,0.2,1.8207
2/4/2014,BF-11020,Jacksonville,Florida,Furniture,Chairs,218.352,3,0.2,-19.1058
27-01-2014,CG-12520,Houston,Texas,Office Supplies,Storage,18.16,2,0.2,1.816
28-11-2011,DH-13675,San Francisco,California,Office Supplies,Supplies,7.36,2,0,0.1472
28-11-2011,DH-13675,San Francisco,California,Office Supplies,Labels,41.4,4,0,19.872
28-11-2011,DH-13675,San Francisco,California,Furniture,Bookcases,411.332,4,0.15,-4.8392
4/9/2012,SC-20440,Philadelphia,Pennsylvania,Office Supplies,Binders,7.656,4,0.7,-6.1248
13-06-2014,HG-15025,Marion,Ohio,Technology,Accessories,63.92,2,0.2,19.176
16-07-2014,MM-18055,New York City,New York,Office Supplies,Art,6.56,2,0,1.9024
16-07-2014,MM-18055,New York City,New York,Office Supplies,Labels,7.83,3,0,3.6018
16-07-2014,MM-18055,New York City,New York,Technology,Accessories,41.9,2,0,8.799
16-07-2014,MM-18055,New York City,New York,Furniture,Chairs,664.146,6,0.1,88.5528
16-07-2014,MM-18055,New York City,New York,Office Supplies,Paper,8.96,2,0,4.3904
3/11/2014,TH-21115,Philadelphia,Pennsylvania,Furniture,Furnishings,3.312,1,0.2,0.6624
3/11/2014,TH-21115,Philadelphia,Pennsylvania,Office Supplies,Appliances,20.136,3,0.2,1.2585
3/11/2014,TH-21115,Philadelphia,Pennsylvania,Office Supplies,Envelopes,8.856,3,0.2,2.8782
3/11/2014,TH-21115,Philadelphia,Pennsylvania,Technology,Phones,859.2,4,0.4,-186.16
9/10/2013,JE-15745,Los Angeles,California,Office Supplies,Paper,61.96,2,0,27.882
9/4/2013,PG-18820,Smyrna,Georgia,Office Supplies,Envelopes,17.92,4,0,8.6016
8/10/2012,MB-17305,San Francisco,California,Furniture,Furnishings,145.9,5,0,62.737
16-05-2014,JD-16015,Chicago,Illinois,Office Supplies,Paper,56.704,2,0.2,19.1376
16-05-2014,JD-16015,Chicago,Illinois,Technology,Phones,11.12,2,0.2,3.475
25-02-2011,JH-15430,Medford,Oregon,Office Supplies,Paper,32.896,4,0.2,11.1024
25-02-2011,JH-15430,Medford,Oregon,Office Supplies,Paper,22.776,3,0.2,7.6869
30-05-2012,EN-13780,New York City,New York,Technology,Phones,239.97,3,0,2.3997
30-05-2012,EN-13780,New York City,New York,Office Supplies,Appliances,160.32,2,0,44.8896
30-05-2012,EN-13780,New York City,New York,Technology,Phones,128.85,3,0,3.8655
19-11-2013,KC-16255,Huntsville,Alabama,Technology,Accessories,1319.96,4,0,527.984
5/12/2014,MS-17980,Philadelphia,Pennsylvania,Furniture,Chairs,239.96,10,0.3,-10.284
5/12/2014,MS-17980,Philadelphia,Pennsylvania,Furniture,Furnishings,54.768,2,0.2,6.846
5/12/2014,MS-17980,Philadelphia,Pennsylvania,Office Supplies,Art,13.392,3,0.2,3.1806
5/12/2014,MS-17980,Philadelphia,Pennsylvania,Office Supplies,Paper,23.92,5,0.2,8.671
5/12/2014,MS-17980,Philadelphia,Pennsylvania,Technology,Accessories,255.968,4,0.2,-28.7964
6/6/2013,CK-12205,Santa Clara,California,Office Supplies,Binders,21.552,6,0.2,7.0044
6/6/2013,CK-12205,Santa Clara,California,Office Supplies,Appliances,58.24,4,0,15.7248
11/12/2013,SJ-20125,Long Beach,California,Office Supplies,Paper,80.28,12,0,36.9288
1/5/2014,EA-14035,Los Angeles,California,Office Supplies,Art,9.78,2,0,4.0098
25-04-2014,MG-17890,Santa Barbara,California,Office Supplies,Fasteners,1.81,1,0,0.6516
8/5/2012,AB-10255,New York City,New York,Office Supplies,Paper,37.94,2,0,18.2112
31-03-2012,SC-20260,Jacksonville,Florida,Technology,Phones,79.96,5,0.2,27.986
7/8/2014,TB-21355,Cedar Hill,Texas,Office Supplies,Paper,115.296,3,0.2,40.3536
3/12/2014,JK-16090,Omaha,Nebraska,Technology,Phones,2479.96,4,0,743.988
7/6/2013,CK-12595,Little Rock,Arkansas,Technology,Accessories,179.94,6,0,75.5748
7/6/2013,CK-12595,Little Rock,Arkansas,Technology,Accessories,26.85,3,0,5.1015
7/6/2013,CK-12595,Little Rock,Arkansas,Technology,Accessories,323.37,3,0,129.348
7/6/2013,CK-12595,Little Rock,Arkansas,Office Supplies,Paper,59.94,3,0,28.1718
7/6/2013,CK-12595,Little Rock,Arkansas,Office Supplies,Binders,64.14,3,0,30.7872
7/6/2013,CK-12595,Little Rock,Arkansas,Office Supplies,Binders,11.67,3,0,5.6016
7/6/2013,CK-12595,Little Rock,Arkansas,Office Supplies,Paper,12.96,2,0,6.2208
13-04-2012,SS-20590,Norfolk,Nebraska,Office Supplies,Binders,17.43,3,0,8.0178
23-05-2014,LE-16810,Chicago,Illinois,Furniture,Chairs,181.986,2,0.3,-54.5958
23-05-2014,LE-16810,Chicago,Illinois,Office Supplies,Binders,1.592,2,0.8,-2.6268
23-05-2014,LE-16810,Chicago,Illinois,Office Supplies,Supplies,22.344,3,0.2,2.5137
20-12-2013,ES-14080,Tucson,Arizona,Furniture,Tables,455.97,6,0.5,-218.8656
20-12-2013,ES-14080,Tucson,Arizona,Office Supplies,Binders,10.44,6,0.7,-7.656
20-12-2013,ES-14080,Tucson,Arizona,Office Supplies,Binders,5.214,2,0.7,-4.1712
23-09-2014,MG-17890,Concord,New Hampshire,Office Supplies,Storage,67.4,5,0,17.524
8/9/2014,JM-16195,Draper,Utah,Furniture,Furnishings,25.16,2,0,10.5672
8/9/2014,JM-16195,Draper,Utah,Technology,Phones,126.56,4,0.2,47.46
28-11-2011,SG-20470,San Francisco,California,Office Supplies,Appliances,43.68,3,0,11.7936
28-11-2011,SG-20470,San Francisco,California,Technology,Accessories,139.93,7,0,34.9825
12/11/2011,DB-12970,Houston,Texas,Office Supplies,Art,2.672,1,0.2,0.334
12/11/2011,DB-12970,Houston,Texas,Office Supplies,Supplies,16.656,6,0.2,-3.123
12/11/2011,DB-12970,Houston,Texas,Technology,Accessories,79.512,3,0.2,20.8719
12/11/2011,DB-12970,Houston,Texas,Office Supplies,Paper,36.288,7,0.2,12.7008
12/11/2011,DB-12970,Houston,Texas,Furniture,Bookcases,67.9932,1,0.32,-12.9987
